Step,AliveRuns,AvgCommitters,AvgContributors
814,7820,6.25,4.98
815,7820,6.26,4.98
816,7820,6.26,4.99
817,7820,6.26,5.00
818,7819,6.27,5.00
819,7819,6.27,5.01
820,7819,6.28,5.02
821,7819,6.28,5.02
822,7819,6.29,5.03
823,7819,6.29,5.03
824,7818,6.30,5.03
825,7818,6.30,5.04
826,7817,6.31,5.05
827,7816,6.31,5.05
828,7816,6.32,5.06
829,7816,6.32,5.06
830,7815,6.33,5.07
831,7815,6.33,5.08
832,7815,6.34,5.08
833,7815,6.34,5.09
834,7815,6.34,5.09
835,7814,6.35,5.10
836,7814,6.35,5.10
837,7813,6.36,5.11
838,7813,6.36,5.12
839,7813,6.37,5.12
840,7813,6.37,5.12
841,7813,6.38,5.13
842,7813,6.38,5.14
843,7813,6.39,5.14
844,7813,6.39,5.15
845,7813,6.39,5.15
846,7813,6.40,5.16
847,7813,6.40,5.16
848,7813,6.41,5.16
849,7812,6.41,5.17
850,7812,6.42,5.17
851,7812,6.42,5.18
852,7812,6.43,5.19
853,7812,6.43,5.19
854,7812,6.44,5.20
855,7812,6.44,5.20
856,7812,6.45,5.21
857,7812,6.45,5.21
858,7812,6.45,5.22
859,7812,6.46,5.22
860,7811,6.46,5.23
861,7811,6.47,5.24
862,7811,6.47,5.24
863,7811,6.48,5.25
864,7811,6.48,5.25
865,7810,6.48,5.26
866,7810,6.49,5.26
867,7810,6.49,5.27
868,7810,6.50,5.27
869,7810,6.50,5.28
870,7810,6.50,5.29
871,7810,6.51,5.29
872,7810,6.51,5.30
873,7810,6.52,5.30
874,7810,6.52,5.31
875,7810,6.53,5.31
876,7810,6.53,5.32
877,7810,6.54,5.32
878,7810,6.54,5.33
879,7810,6.54,5.33
880,7810,6.55,5.34
881,7810,6.55,5.35
882,7810,6.56,5.35
883,7810,6.56,5.36
884,7810,6.57,5.36
885,7810,6.57,5.37
886,7810,6.58,5.37
887,7810,6.58,5.38
888,7810,6.59,5.38
889,7810,6.59,5.39
890,7809,6.59,5.40
891,7809,6.60,5.40
892,7809,6.60,5.41
893,7809,6.61,5.41
894,7809,6.61,5.42
895,7809,6.61,5.43
896,7809,6.62,5.43
897,7809,6.62,5.44
898,7809,6.63,5.44
899,7809,6.63,5.45
900,7809,6.64,5.45
901,7809,6.64,5.46
902,7809,6.65,5.46
903,7809,6.65,5.47
904,7809,6.66,5.47
905,7809,6.66,5.48
906,7809,6.66,5.48
907,7809,6.67,5.49
908,7809,6.67,5.50
909,7808,6.68,5.50
910,7808,6.68,5.51
911,7808,6.68,5.52
912,7808,6.69,5.52
913,7808,6.69,5.53
914,7808,6.70,5.53
915,7808,6.70,5.54
916,7807,6.71,5.54
917,7807,6.71,5.55
918,7807,6.72,5.55
919,7807,6.72,5.56
920,7806,6.73,5.56
921,7806,6.73,5.56
922,7806,6.73,5.57
923,7806,6.74,5.58
924,7806,6.74,5.58
925,7806,6.75,5.59
926,7806,6.75,5.59
927,7806,6.76,5.60
928,7806,6.76,5.61
929,7806,6.76,5.61
930,7806,6.77,5.62
931,7806,6.77,5.62
932,7806,6.78,5.63
933,7806,6.78,5.63
934,7806,6.78,5.64
935,7806,6.79,5.64
936,7806,6.79,5.65
937,7806,6.79,5.66
938,7806,6.80,5.66
939,7806,6.80,5.67
940,7806,6.81,5.67
941,7806,6.81,5.68
942,7806,6.82,5.68
943,7806,6.82,5.69
944,7806,6.83,5.69
945,7806,6.83,5.70
946,7806,6.84,5.70
947,7806,6.84,5.71
948,7805,6.85,5.71
949,7805,6.85,5.72
950,7805,6.85,5.72
951,7805,6.86,5.73
952,7805,6.86,5.74
953,7805,6.87,5.74
954,7805,6.87,5.75
955,7805,6.88,5.75
956,7805,6.88,5.76
957,7805,6.88,5.77
958,7805,6.89,5.77
959,7805,6.89,5.78
960,7805,6.90,5.79
961,7805,6.90,5.79
962,7805,6.91,5.80
963,7805,6.91,5.80
964,7805,6.92,5.81
965,7805,6.92,5.82
966,7805,6.92,5.82
967,7805,6.93,5.82
968,7805,6.93,5.83
969,7805,6.94,5.84
970,7805,6.94,5.84
971,7805,6.95,5.85
972,7805,6.95,5.85
973,7805,6.96,5.86
974,7805,6.96,5.87
975,7805,6.97,5.87
976,7805,6.97,5.87
977,7805,6.97,5.88
978,7805,6.98,5.89
979,7805,6.98,5.89
980,7805,6.99,5.90
981,7805,6.99,5.90
982,7805,6.99,5.91
983,7805,7.00,5.92
984,7805,7.00,5.92
985,7804,7.00,5.93
986,7804,7.01,5.93
987,7804,7.01,5.94
988,7804,7.02,5.95
989,7804,7.02,5.95
990,7804,7.03,5.96
991,7804,7.03,5.96
992,7804,7.04,5.97
993,7804,7.04,5.97
994,7804,7.05,5.98
995,7804,7.05,5.98
996,7804,7.05,5.99
997,7804,7.06,5.99
998,7804,7.06,6.00
999,7804,7.07,6.01
1000,7804,7.07,6.01
1001,7804,7.08,6.01
1002,7804,7.08,6.02
1003,7804,7.09,6.02
1004,7804,7.09,6.03
1005,7804,7.09,6.03
1006,7804,7.10,6.04
1007,7804,7.10,6.04
1008,7804,7.11,6.05
1009,7804,7.11,6.06
1010,7804,7.12,6.06
1011,7804,7.12,6.07
1012,7804,7.12,6.07
1013,7804,7.13,6.08
1014,7804,7.13,6.08
1015,7804,7.14,6.09
1016,7803,7.14,6.10
1017,7803,7.15,6.10
1018,7802,7.15,6.11
1019,7802,7.16,6.11
1020,7802,7.16,6.12
1021,7802,7.17,6.12
1022,7802,7.17,6.12
1023,7802,7.18,6.13
1024,7802,7.18,6.14
1025,7802,7.19,6.14
1026,7802,7.19,6.15
1027,7802,7.19,6.16
1028,7802,7.20,6.16
1029,7802,7.20,6.17
1030,7802,7.21,6.18
1031,7802,7.21,6.18
1032,7802,7.21,6.19
1033,7802,7.22,6.19
1034,7802,7.22,6.20
1035,7802,7.23,6.20
1036,7802,7.24,6.21
1037,7802,7.24,6.21
1038,7802,7.25,6.22
1039,7802,7.25,6.22
1040,7802,7.26,6.23
1041,7802,7.26,6.23
1042,7802,7.27,6.24
1043,7802,7.27,6.24
1044,7802,7.27,6.25
1045,7802,7.28,6.26
1046,7802,7.28,6.26
1047,7802,7.29,6.27
1048,7802,7.29,6.27
1049,7802,7.30,6.28
1050,7802,7.30,6.28
1051,7802,7.31,6.29
1052,7802,7.31,6.29
1053,7802,7.31,6.30
1054,7802,7.32,6.30
1055,7802,7.32,6.31
1056,7802,7.33,6.32
1057,7802,7.33,6.32
1058,7802,7.33,6.33
1059,7802,7.34,6.33
1060,7802,7.34,6.34
1061,7802,7.35,6.35
1062,7802,7.35,6.35
